STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,siec,Standard international energy product classification (SIEC),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2003,,38212.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2004,,40107.900,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2005,,40822.800,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2006,,41115.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2007,,41446.500,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2008,,42623.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2009,,43331.300,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2010,,43722.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2011,,42089.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2012,,42640.200,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2013,,42760.300,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2014,,40981.800,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2015,,41386.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2016,,41412.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2017,,41062.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2018,,41064.100,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2019,,40745.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2020,,40035.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2021,,40258.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2022,,38184.900,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2023,,37725.900,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BE,Belgium,2024,,38721.700,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BG,Bulgaria,1990,,15415.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BG,Bulgaria,1991,,14974.000,,,,,
dataflow,ESTAT:NRG_BAL_C(1.0),Complete energy balances,A,Annual,FC_OTH_E,Final consumption - other sectors - energy use,E7000,Electricity,GWH,Gigawatt-hour,BG,Bulgaria,1992,,13177.000,,,,,
