STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2003,,1164.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2004,,1314.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2005,,1534.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2006,,1712.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2007,,1951.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2008,,2321.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2009,,2229.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2010,,2341.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2011,,2426.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2012,,2365.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2013,,2521.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2014,,2526.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2015,,2641.2,,b,break in time series,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2016,,2859.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2017,,3115.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2018,,3429.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2019,,3487.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2020,,3413.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2021,,4113.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2022,,4741.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2023,,4889.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BA,Bosnia and Herzegovina,2024,,4875.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,1995,,46859.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,1996,,46746.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,1997,,48085.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,1998,,48777.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,1999,,48776.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ) - annual data,A,Annual,CP_MEUR,"Current prices, million euro",B-E,Industry (except construction),B1G,"Value added, gross",BE,Belgium,2000,,52154.1,,,,,
