STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,projection,Type of projection,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2054,,6284698,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2055,,6283193,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2056,,6281530,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2057,,6279578,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2058,,6277672,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2059,,6275511,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,DK,Denmark,2060,,6273573,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2026,,359098859,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2027,,359742828,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2028,,360262200,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2029,,360669280,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2030,,360961476,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2031,,361131293,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2032,,361182618,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2033,,361232780,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2034,,361282516,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2035,,361331106,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2036,,361344555,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2037,,361376088,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2038,,361373979,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2039,,361338229,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2040,,361273931,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2041,,361164224,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2042,,361017481,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2043,,360826179,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2044,,360586532,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2045,,360297448,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2046,,359967245,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2047,,359579673,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2048,,359140560,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2049,,358638761,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2050,,358083568,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2051,,357477607,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2052,,356823834,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2053,,356123602,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2054,,355385059,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2055,,354601526,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2056,,353788323,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2057,,352934876,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2058,,352058803,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2059,,351160475,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EA21,Euro area – 21 countries (from 2026),2060,,350251516,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2026,,1364632,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2027,,1357873,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2028,,1351469,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2029,,1345409,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2030,,1339781,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2031,,1334523,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2032,,1329724,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2033,,1325241,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2034,,1321056,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2035,,1317244,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2036,,1313575,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2037,,1310850,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2038,,1308273,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2039,,1305712,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2040,,1303275,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2041,,1300867,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2042,,1298525,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2043,,1296123,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2044,,1293629,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2045,,1291063,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2046,,1288433,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2047,,1285706,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2048,,1282897,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2049,,1280039,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2050,,1277067,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2051,,1273978,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2052,,1270813,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2053,,1267601,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2054,,1264284,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2055,,1260817,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2056,,1257161,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2057,,1253232,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2058,,1249197,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2059,,1244904,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EE,Estonia,2060,,1240526,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2026,,10358710,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2027,,10326251,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2028,,10288906,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2029,,10246897,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2030,,10200010,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2031,,10148176,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2032,,10091571,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2033,,10037421,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2034,,9985323,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2035,,9934432,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2036,,9883555,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2037,,9833724,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2038,,9784366,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2039,,9735565,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2040,,9687426,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2041,,9639404,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2042,,9591694,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2043,,9543262,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2044,,9494359,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2045,,9444922,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2046,,9394833,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2047,,9343392,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2048,,9291041,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2049,,9237579,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2050,,9182676,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2051,,9126597,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2052,,9069443,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2053,,9011289,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2054,,8952731,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2055,,8893184,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2056,,8833329,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2057,,8772858,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2058,,8711976,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2059,,8650732,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,EL,Greece,2060,,8589605,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2026,,49570728,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2027,,49976787,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2028,,50341560,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2029,,50665174,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2030,,50947559,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2031,,51188480,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2032,,51388670,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2033,,51588777,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2034,,51784850,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2035,,51977041,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2036,,52165359,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2037,,52350887,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2038,,52531070,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2039,,52704554,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2040,,52872036,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2041,,53030247,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2042,,53179376,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2043,,53316811,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2044,,53442218,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2045,,53552939,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,ES,Spain,2046,,53649716,,,,,
