STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2004,,4577457,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2005,,4606363,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2006,,4640219,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2007,,4681134,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2008,,4737171,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2009,,4799252,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2010,,4858199,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2011,,4920305,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2012,,4985870,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2013,,5051275,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2014,,5109056,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2015,,5165802,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2016,,5213985,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2017,,5258317,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2018,,5295619,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2019,,5328212,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2020,,5367580,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2021,,5391369,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2022,,5425270,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2023,,5488984,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2024,,5550203,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,NO,Norway,2025,,5594340,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1990,,38038403,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1991,,38183160,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1992,,38309226,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1993,,38418108,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1994,,38504707,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1995,,38580597,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1996,,38609399,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1997,,38639341,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1998,,38659979,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,1999,,38666983,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2000,,38263303,,b,break in time series,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2001,,38253955,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2002,,38242197,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2003,,38218531,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2004,,38190608,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2005,,38173835,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2006,,38157055,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2007,,38125479,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2008,,38115641,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2009,,38135876,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2010,,38022869,,b,break in time series,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2011,,38062718,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2012,,38063792,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2013,,38062535,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2014,,38017856,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2015,,38005614,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2016,,37967209,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2017,,37972964,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2018,,37976687,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2019,,37972812,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2020,,37958138,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2021,,37073357,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2022,,36889761,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2023,,36753736,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2024,,36620970,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PL,Poland,2025,,36497495,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1990,,9995995,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1991,,9970441,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1992,,9950029,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1993,,9954958,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1994,,9974391,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1995,,10008659,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1996,,10043693,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1997,,10084196,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1998,,10133758,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,1999,,10186634,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2000,,10249022,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2001,,10330774,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2002,,10394669,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2003,,10444592,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2004,,10473050,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2005,,10494672,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2006,,10511988,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2007,,10532588,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2008,,10553339,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2009,,10563014,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2010,,10573479,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2011,,10572721,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2012,,10558950,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2013,,10503889,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2014,,10444092,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2015,,10395121,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2016,,10368554,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2017,,10344478,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2018,,10335770,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2019,,10333496,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2020,,10375395,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2021,,10394297,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2022,,10421117,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2023,,10516621,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2024,,10639726,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,PT,Portugal,2025,,10749635,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1990,,23211395,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1991,,23192274,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1992,,22810035,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1993,,22778533,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1994,,22748027,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1995,,22712394,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1996,,22656145,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1997,,22581862,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1998,,22526093,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,1999,,22488595,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2000,,22455485,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2001,,22430457,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2002,,21833483,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2003,,21627509,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2004,,21521142,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2005,,21382354,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2006,,21257016,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2007,,21130503,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2008,,20635460,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2009,,20440290,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2010,,20294683,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2011,,20199059,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2012,,20095996,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2013,,20020074,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2014,,19947311,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2015,,19870647,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2016,,19760585,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2017,,19643949,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2018,,19533481,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2019,,19414458,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2020,,19328838,,e,estimated,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2021,,19201662,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2022,,19043098,,e,estimated,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2023,,19055228,,e,estimated,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2024,,19067576,,e,estimated,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RO,Romania,2025,,19043151,,e,estimated,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,1999,,7552850,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2000,,7527952,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2001,,7504739,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2002,,7502126,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2003,,7490918,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2004,,7470263,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2005,,7456050,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2006,,7425487,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2007,,7397651,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2008,,7365507,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2009,,7334937,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2010,,7306677,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2011,,7251549,,b,break in time series,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2012,,7216649,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2013,,7181505,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2014,,7146759,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2015,,7114393,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2016,,7076372,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2017,,7040272,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2018,,7001444,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2019,,6963764,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2020,,6926705,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2021,,6871547,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2022,,6797105,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2023,,6641197,,b,break in time series,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2024,,6605168,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RS,Serbia,2025,,6567783,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2000,,146890128,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2001,,146303611,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2002,,145649334,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2003,,145166731,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2004,,144168205,,,,,
dataflow,ESTAT:DEMO_PJAN(1.0),Population on 1 January by age and sex,A,Annual,NR,Number,TOTAL,Total,T,Total,RU,Russia,2005,,143474219,,,,,
