STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,1995,,49.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,1996,,51.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,1997,,53.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,1998,,53.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,1999,,51.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2000,,51.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2001,,53.1,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2002,,54.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2003,,56.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2004,,58.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2005,,61.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2006,,64.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2007,,67.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2008,,72.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2009,,71.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2010,,76.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2011,,75.5,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2012,,76.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2013,,77.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2014,,77.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2015,,78.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2016,,72.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2017,,70.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2018,,69.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2019,,69.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2020,,73.9,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2021,,73.6,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2022,,70.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2023,,74.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2024,,74.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SK,Slovakia,2025,,74.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,1995,,57.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,1996,,58.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,1997,,61.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,1998,,44.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,1999,,41.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2000,,42.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2001,,39.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2002,,38.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2003,,38.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2004,,42.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2005,,44.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2006,,46.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2007,,47.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2008,,49.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2009,,48.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2010,,52.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2011,,56.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2012,,59.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,TR,Türkiye,2013,,61.7,,,,,
