STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RO,Romania,2025,,78.2,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2000,,28.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2001,,29.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2002,,31.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2003,,32.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2004,,33.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2005,,34.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2006,,35.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2007,,37.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2008,,40.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2009,,40.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2010,,40.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2011,,41.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2012,,41.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2013,,41.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2014,,40.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2015,,40.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2016,,40.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2017,,40.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2018,,40.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2019,,42.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2020,,44.0,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2021,,44.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2022,,44.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2023,,48.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,RS,Serbia,2024,,51.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,1995,,129.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,1996,,130.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,1997,,129.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,1998,,129.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,1999,,131.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2000,,133.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2001,,128.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2002,,127.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2003,,128.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2004,,130.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2005,,126.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2006,,128.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2007,,130.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2008,,128.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2009,,125.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2010,,126.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2011,,127.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2012,,128.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2013,,126.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2014,,125.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2015,,126.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2016,,122.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2017,,119.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2018,,117.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2019,,116.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2020,,120.2,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2021,,119.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2022,,113.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2023,,110.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2024,,111.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SE,Sweden,2025,,110.0,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,1995,,76.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,1996,,77.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,1997,,79.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,1998,,79.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,1999,,81.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2000,,80.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2001,,80.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2002,,82.3,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2003,,84.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2004,,86.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2005,,87.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2006,,87.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2007,,87.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2008,,90.0,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2009,,84.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2010,,83.2,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2011,,82.7,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2012,,81.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2013,,81.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2014,,81.6,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2015,,81.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2016,,81.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2017,,83.8,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2018,,85.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2019,,86.9,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2020,,87.4,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2021,,88.1,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2022,,89.5,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2023,,91.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2024,,90.4,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",B1GQ,Gross domestic product at market prices,SI,Slovenia,2025,,90.6,,,,,
