,country,year,scenario,share_pu,panel_predictions,COP,Demand_HP_TWh
223,Norway,2040,KKO,0.15793109874723021,108184.60294409399,3.691555597659437,1.2856453930609817
224,Norway,2045,KKO,0.15472678200704226,102368.14648411177,3.7298685426828584,1.179598758289334
225,Norway,2050,KKO,0.15328221389502264,97277.44177260048,3.7662990837110835,1.099731335540498
226,Norway,2055,KKO,0.15328221389502264,92691.05143313504,3.8010027201552647,1.0383144351028262
227,Norway,2060,KKO,0.15328221389502264,87849.0065131628,3.834820357737858,0.9753962775194452
228,Poland,2025,KKO,0.04299238023072889,654659.5674984657,3.542570027184272,2.2069173283490495
229,Poland,2026,KKO,0.045346358578292445,636795.3670474855,3.578248586620865,2.2416577362502474
230,Poland,2027,KKO,0.04821217002755793,615165.3357058608,3.5912051723524154,2.2940655122657585
231,Poland,2028,KKO,0.05167325111863142,592699.3616242359,3.605557373426954,2.3595290839374505
232,Poland,2029,KKO,0.05581301321126733,564893.4067396811,3.621331740048587,2.4184168695489525
233,Poland,2030,KKO,0.06070763906032259,551136.256436276,3.6384144687751525,2.554392641807816
234,Poland,2035,KKO,0.0973176903587143,521970.52372537064,3.6560306856718157,3.859450177556226
235,Poland,2040,KKO,0.14372463728290402,498837.91783692554,3.6714595170892013,5.424371611946282
236,Poland,2045,KKO,0.17642397227068707,482359.037721826,3.6864195156002464,6.412402267251501
237,Poland,2050,KKO,0.19116546646043706,450926.30460046773,3.701110296555063,6.469645476570805
238,Poland,2055,KKO,0.19116546646043706,428698.06706782035,3.716041828566522,6.126012400532654
239,Poland,2060,KKO,0.19116546646043706,415761.47357227374,3.731221287458367,5.916981026715283
240,Portugal,2025,KKO,0.17811899647174634,49482.2380871713,4.362355124319104,0.5612237694298381
241,Portugal,2026,KKO,0.18237179561623426,49469.63192236166,4.388241438580483,0.5710883991805009
242,Portugal,2027,KKO,0.18754929459039205,47626.81804817538,4.414067572312003,0.5621154526087173
243,Portugal,2028,KKO,0.19380223345805647,46042.43277254807,4.440190162078444,0.5582297391330978
244,Portugal,2029,KKO,0.20128130679115144,42665.43677164639,4.466945886498674,0.5340309741835944
245,Portugal,2030,KKO,0.21012414965119547,42007.04816983412,4.494007269989305,0.5455842973985051
246,Portugal,2035,KKO,0.2762654525236746,40141.657102586025,4.53430407997017,0.6793737049898725
247,Portugal,2040,KKO,0.3601062509667715,37927.35314615497,4.566462358708782,0.8308082735538322
248,Portugal,2045,KKO,0.419182284527277,36445.56010467353,4.592710659615384,0.9240084921652683
249,Portugal,2050,KKO,0.4458149058270996,34407.387544882506,4.6173581816372,0.9228055930265598
250,Portugal,2055,KKO,0.4458149058270996,32554.044837508303,4.640977198248547,0.8686555662244063
251,Portugal,2060,KKO,0.4458149058270996,31052.79284029852,4.663842040094396,0.8245346621920135
252,Romania,2025,KKO,0.004319256074644185,224761.7821175754,3.467190191870481,0.07777701179052657
253,Romania,2026,KKO,0.009467028355075032,221484.48034645978,3.4801141229888057,0.1673635931935259
254,Romania,2027,KKO,0.01573409735965596,216487.38231872115,3.496541233652856,0.2706034114954755
255,Romania,2028,KKO,0.023302925390462824,209063.12142344876,3.5119200259735024,0.38533703978933864
256,Romania,2029,KKO,0.032355919684189716,196891.91269732115,3.526998744217212,0.5017343337074821
257,Romania,2030,KKO,0.04305967968050661,191383.9497280055,3.542205811779258,0.6462491962144109
258,Romania,2035,KKO,0.12311997736934244,184896.72104678463,3.555666919705327,1.7784193064993223
259,Romania,2040,KKO,0.22460451109202115,177038.98126937638,3.5684094107936954,3.0953531122889943
260,Romania,2045,KKO,0.29611270079684915,171749.03948404596,3.5811865356589805,3.944772015463928
261,Romania,2050,KKO,0.32834997912214536,161808.9549297774,3.594152153942574,4.10620461433969
