freq,indic_bt,cpa2_1,s_adj,unit,geo\TIME_PERIOD,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,BPRM_SQM,CPA_F41002,NSA,I21,IT,,,,,,,,,273.6,295.4,396.5,306.3,308.1,258.1,249.2,255.3,236.3,182.8,158.8,133.4,104.5,80.7,64.0,76.1,81.0,100.0,124.6,122.7,88.2,100.0,105.4,105.5,108.6,106.7
A,BPRM_SQM,CPA_F41002,NSA,I21,LT,,,,,,,,29.5,39.8,38.0,58.5,59.2,85.1,115.3,100.9,150.3,133.2,116.8,90.0,67.5,85.0,107.4,94.9,108.9,97.1,105.2,116.4,91.2,99.1,100.0,93.0,105.4,148.9,99.1
A,BPRM_SQM,CPA_F41002,NSA,I21,LU,,,,,,,,,121.2,128.5,116.9,131.5,113.3,60.2,105.7,89.3,129.1,111.3,102.2,130.5,111.3,136.0,147.4,161.6,120.2,167.8,124.3,135.8,108.0,100.0,82.2,75.3,57.4,82.4
A,BPRM_SQM,CPA_F41002,NSA,I21,LV,,,,,,,,,41.6,90.8,90.9,73.9,95.7,115.9,158.3,203.3,157.5,83.8,113.8,144.2,101.6,139.6,95.1,61.9,55.1,43.3,65.5,102.9,74.2,100.0,71.3,80.0,91.3,112.8
A,BPRM_SQM,CPA_F41002,NSA,I21,ME,,,,,,,,,136.3,107.6,127.2,106.9,162.0,102.7,123.9,181.2,257.1,395.7,236.8,111.1,328.6,226.2,369.7,437.7,538.9,559.8,355.5,71.4,182.3,100.0,150.6,228.5,85.7,274.4
A,BPRM_SQM,CPA_F41002,NSA,I21,MK,,,,,,,,,,,,,,,,,92.9,67.6,76.1,88.0,106.9,90.1,99.0,106.3,131.7,109.1,59.9,102.6,81.6,100.0,104.2,107.2,83.1,113.7
A,BPRM_SQM,CPA_F41002,NSA,I21,MT,,,,,,,,,48.6,40.7,53.1,59.5,64.4,86.2,97.7,82.8,55.5,33.2,51.0,38.6,55.4,38.4,46.2,47.1,79.2,65.6,132.5,107.8,92.0,100.0,123.9,107.5,92.4,142.2
A,BPRM_SQM,CPA_F41002,NSA,I21,NL,,,,,,,,,192.4,182.4,121.3,120.6,129.6,132.5,158.3,201.3,179.3,117.2,90.3,100.7,80.4,65.8,61.2,66.7,82.6,96.3,103.3,85.0,90.9,100.0,87.5,81.3,87.1,62.0
A,BPRM_SQM,CPA_F41002,NSA,I21,NO,,,,81.7,88.0,90.6,85.3,74.6,73.7,73.3,69.0,70.7,77.0,83.6,88.8,109.4,113.9,91.8,105.7,101.8,101.0,96.9,98.0,93.3,105.1,102.4,101.8,102.0,97.7,100.0,109.9,83.7,75.2,78.5
A,BPRM_SQM,CPA_F41002,NSA,I21,PL,,,,,,,,,61.5,123.1,61.2,58.7,81.8,84.9,86.8,95.3,98.1,81.5,78.3,84.0,77.1,80.2,76.2,89.0,107.2,100.6,107.0,87.0,78.2,100.0,99.8,85.1,82.6,85.1
A,BPRM_SQM,CPA_F41002,NSA,I21,PT,,,,,,,,,170.1,174.0,177.5,142.9,141.2,124.6,141.3,158.2,158.9,122.0,108.2,97.8,80.1,73.9,65.9,65.7,84.9,89.2,104.5,91.5,89.8,100.0,97.9,96.7,139.8,108.5
A,BPRM_SQM,CPA_F41002,NSA,I21,RO,,,,,,,,,100.4,68.4,66.6,82.3,91.5,113.2,154.6,213.2,194.7,133.4,105.4,130.6,104.0,97.2,117.5,81.6,75.2,95.8,107.7,110.1,95.0,100.0,116.2,123.8,107.9,120.3
A,BPRM_SQM,CPA_F41002,NSA,I21,RS,,,,,,,,,19.1,22.5,27.2,37.4,35.4,35.6,42.1,43.3,41.2,31.5,23.7,29.3,32.2,31.2,24.7,50.0,60.8,89.6,96.9,97.7,101.0,100.0,95.9,100.3,107.3,84.6
A,BPRM_SQM,CPA_F41002,NSA,I21,SE,,,,,,,,,71.3,53.2,49.7,43.8,39.7,46.1,50.5,62.1,60.7,42.0,49.2,59.0,51.9,50.9,56.1,52.1,64.3,70.6,69.1,77.5,73.8,100.0,101.6,94.5,76.8,86.5
A,BPRM_SQM,CPA_F41002,NSA,I21,SI,,,,,,,,,96.7,88.6,103.8,102.2,108.6,111.1,178.5,149.2,113.1,96.4,93.3,90.2,59.6,62.9,42.5,60.1,97.7,107.3,99.7,87.2,80.2,100.0,109.5,93.3,108.9,94.1
A,BPRM_SQM,CPA_F41002,NSA,I21,SK,,,,,,,,,,,,99.5,215.8,154.0,191.2,247.4,227.7,120.0,89.8,104.6,92.7,88.0,95.2,62.7,141.9,92.7,84.6,106.4,92.7,100.0,93.5,129.2,140.1,101.6
A,BPRM_SQM,CPA_F41002,NSA,I21,TR,26.8,28.9,26.7,29.4,34.6,38.0,37.8,28.7,27.2,29.7,21.2,25.4,35.6,46.3,55.2,65.7,52.5,41.5,83.2,66.6,90.4,101.1,124.0,116.6,108.4,126.5,106.2,57.9,74.1,100.0,106.6,112.7,105.1,100.9
A,BPRM_SQM,CPA_F41002,NSA,I21,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,85.0,60.8,100.0,40.7,45.9,70.7,66.3
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,AL,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.3,0.5,0.8,0.4,0.6,0.6,0.6,0.5,0.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,AT,,,,,,,,,,,,,,2.1,2.9,3.0,3.3,3.1,3.5,3.8,3.2,3.1,3.5,4.0,3.5,3.8,4.1,4.4,3.9,4.6,3.9,3.5,2.7,2.7
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,BE,,,,,,,,,,,,,,6.2,6.2,7.2,7.0,6.7,6.1,6.4,6.5,6.2,6.0,5.6,5.2,5.8,7.7,9.8,8.6,9.1,7.5,8.3,7.2,7.0
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,BG,,,,,,,,,,,,,,3.5,4.5,5.8,4.8,3.0,2.3,2.6,2.2,2.3,2.1,2.7,3.1,3.4,3.6,2.7,2.1,2.7,2.6,3.1,2.4,2.7
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,CY,,,,,,,,,,,,,,0.4,0.5,0.4,0.5,0.4,0.4,0.6,0.3,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,CZ,,,,,,,,,,,,,,3.3,4.3,4.0,3.9,2.4,3.0,2.5,2.9,2.3,2.1,2.7,3.3,3.1,3.6,3.2,2.9,3.6,3.6,3.7,3.7,3.0
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,DE,,,,,,,,,,,,,,25.1,28.3,30.8,35.2,29.1,28.4,30.7,30.1,28.8,26.7,27.1,30.6,30.6,32.4,32.4,32.8,33.1,31.9,26.6,25.2,24.2
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,DK,,,,,,,,,,,,,,6.9,8.3,7.1,6.6,4.2,4.2,4.1,4.0,4.0,4.1,4.1,4.4,4.1,4.6,4.5,4.9,5.5,4.7,4.5,4.1,3.9
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EA19,,,,,,,,,,,,,,156.82,176.67,192.42,178.59,144.26,129.16,131.21,121.77,114.22,102.03,104.95,113.66,124.15,128.17,131.09,115.81,128.99,127.34,121.13,,
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EA20,,,,,,,,,,,,,,158.1,178.1,194.1,180.0,145.3,130.2,131.6,122.4,114.5,102.6,105.1,114.0,124.5,128.8,131.9,117.3,129.8,128.2,123.6,127.7,123.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EA21,,,,,,,,,,,,,,161.6,182.5,199.9,184.8,148.4,132.6,134.2,124.6,116.8,104.7,107.8,117.0,127.9,132.3,134.6,119.4,132.5,130.8,126.8,130.1,126.2
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EE,,,,,,,,,,,,,,1.0,1.2,1.3,1.3,0.8,0.6,0.7,1.0,0.8,0.9,1.2,1.2,1.4,1.0,0.9,1.3,1.2,0.9,1.0,1.1,1.0
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EL,,,,,,,,,,,,,,5.2,5.2,5.8,5.3,3.4,2.8,1.5,1.1,0.8,0.7,0.9,0.6,0.8,1.0,1.1,1.0,1.5,1.4,1.5,1.5,1.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,ES,,,,,,,,,,,,,,19.4,25.6,25.5,17.9,13.0,8.2,7.1,6.4,6.5,5.0,5.1,5.6,9.1,6.8,6.4,3.5,7.6,10.7,13.2,17.4,19.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,EU27_2020,,,,,,,,,,,,,,199.2,224.4,243.9,229.4,181.6,164.8,167.6,156.0,148.0,135.6,141.3,156.8,167.1,174.3,171.7,154.2,175.3,173.6,165.8,165.2,161.7
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,FI,,,,,,,,,,,,,,5.6,6.3,7.1,6.0,5.1,4.9,5.0,4.7,4.7,4.0,4.2,4.5,4.5,4.7,5.1,4.5,4.9,3.9,3.8,3.5,3.7
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,FR,,,,,,,,,,,,,,44.2,47.7,48.7,48.3,44.6,43.2,45.5,44.2,41.3,36.2,34.6,37.1,40.0,38.9,41.9,34.4,37.5,39.3,37.1,37.5,37.2
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,HR,,,,,,,,,,,,,,1.5,1.6,2.0,1.7,1.4,1.3,0.9,0.8,0.6,0.8,1.4,1.3,1.2,1.0,1.0,1.0,1.2,1.5,1.6,1.6,1.1
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,HU,,,,,,,,,,,,,,3.8,3.9,3.2,4.5,3.4,3.0,2.3,2.7,2.7,2.4,3.2,4.4,4.6,4.7,4.0,4.1,4.8,4.9,4.5,2.9,2.9
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,IE,,,,,,,,,,,,,,5.0,6.2,9.3,5.2,3.1,1.5,1.3,1.2,1.3,1.1,1.8,2.1,1.8,2.3,2.6,2.5,2.7,2.1,2.4,2.2,1.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,IT,,,,,,,,,,,,,,19.3,18.6,19.1,17.6,13.6,11.8,10.0,7.8,6.0,4.8,5.7,6.0,7.5,9.3,9.2,6.6,7.5,7.9,7.9,8.1,8.0
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,LT,,,,,,,,,,,,,,1.7,1.5,2.2,2.0,1.7,1.3,1.0,1.3,1.6,1.4,1.6,1.5,1.6,1.7,1.4,1.5,1.5,1.4,1.6,2.2,1.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,LU,,,,,,,,,,,,,,0.4,0.7,0.6,0.9,0.8,0.7,0.9,0.8,0.9,1.0,1.1,0.8,1.1,0.8,0.9,0.7,0.7,0.6,0.5,0.4,0.6
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,LV,,,,,,,,,,,,,,1.0,1.4,1.7,1.4,0.7,1.0,1.2,0.9,1.2,0.8,0.5,0.5,0.4,0.6,0.9,0.6,0.9,0.6,0.7,0.8,1.0
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,ME,,,,,,,,,,,,,,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,MK,,,,,,,,,,,,,,,,,0.4,0.3,0.3,0.4,0.5,0.4,0.4,0.5,0.6,0.5,0.3,0.5,0.4,0.4,0.5,0.5,0.4,0.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,MT,,,,,,,,,,,,,,0.4,0.4,0.4,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.6,0.5,0.4,0.4,0.5,0.5,0.4,0.6
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,NL,,,,,,,,,,,,,,13.8,16.5,21.0,18.7,12.3,9.4,10.5,8.4,6.9,6.4,7.0,8.6,10.1,10.8,8.9,9.5,10.4,9.1,8.5,9.1,6.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,NO,,,,,,,,,,,,,,4.1,4.3,5.3,5.6,4.5,5.2,5.0,4.9,4.7,4.8,4.6,5.1,5.0,5.0,5.0,4.8,4.9,5.4,4.1,3.7,3.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,PL,,,,,,,,,,,,,,17.4,17.7,19.5,20.1,16.7,16.0,17.2,15.8,16.4,15.6,18.2,21.9,20.6,21.9,17.8,16.0,20.4,20.4,17.4,16.9,17.4
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,PT,,,,,,,,,,,,,,3.7,4.2,4.7,4.7,3.6,3.2,2.9,2.4,2.2,2.0,2.0,2.5,2.7,3.1,2.7,2.7,3.0,2.9,2.9,4.2,3.2
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,RO,,,,,,,,,,,,,,3.7,5.0,6.9,6.3,4.3,3.4,4.3,3.4,3.2,3.8,2.7,2.5,3.1,3.5,3.6,3.1,3.3,3.8,4.0,3.5,3.9
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,RS,,,,,,,,,,,,,,1.0,1.1,1.2,1.1,0.9,0.6,0.8,0.9,0.8,0.7,1.4,1.6,2.4,2.6,2.6,2.7,2.7,2.6,2.7,2.9,2.3
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,SE,,,,,,,,,,,,,,2.4,2.6,3.2,3.1,2.2,2.5,3.1,2.7,2.6,2.9,2.7,3.3,3.7,3.6,4.0,3.8,5.2,5.3,4.9,4.0,4.5
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,SI,,,,,,,,,,,,,,1.0,1.6,1.3,1.0,0.9,0.8,0.8,0.5,0.6,0.4,0.5,0.9,1.0,0.9,0.8,0.7,0.9,1.0,0.8,1.0,0.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,SK,,,,,,,,,,,,,,1.2,1.5,1.9,1.8,0.9,0.7,0.8,0.7,0.7,0.7,0.5,1.1,0.7,0.7,0.8,0.7,0.8,0.7,1.0,1.1,0.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,TR,,,,,,,,,,,,,,21.9,26.2,31.1,24.9,19.7,39.4,31.5,42.8,47.9,58.7,55.2,51.3,60.0,50.3,27.4,35.1,47.4,50.5,53.4,49.8,47.8
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5.3,3.8,6.2,2.5,2.9,4.4,4.1
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,UK,,,,,,,,,,,,,,32.3,32.3,34.6,32.4,29.8,27.8,27.5,28.7,22.5,23.0,22.8,22.4,21.7,20.0,17.0,,,,,,
A,BPRM_SQM,CPA_F41002,NSA,MIO_M2,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,AL,,,,,,,,,,,,,,,,,,,,,,,,,-37.2,89.0,58.9,46.7,-46.4,32.8,7.1,-2.4,-12.2,-9.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,AT,,,,,,,,,,,,,,,38.2,3.2,11.3,-7.2,13.9,8.4,-14.2,-5.4,12.7,15.0,-11.6,8.4,7.6,7.1,-10.0,16.3,-15.7,-10.0,-21.5,-2.9
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,BE,,,,,8.1,-3.8,11.8,10.3,-7.0,1.9,-22.5,-18.3,31.5,-4.4,0.0,16.8,-3.0,-4.6,-8.6,4.5,2.3,-5.4,-3.5,-5.8,-7.3,12.3,32.0,26.7,-12.0,6.0,-17.9,11.6,-13.2,-3.9
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,BG,,,,,,,,,,24.9,20.9,48.2,34.9,19.4,27.8,28.8,-17.1,-36.4,-23.3,9.3,-15.2,8.4,-11.0,27.2,15.0,10.8,6.2,-25.9,-21.9,31.1,-3.0,18.5,-24.8,14.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,CY,,,,,,,,,,32.0,3.9,-8.9,-10.1,-1.8,38.0,-24.9,28.1,-18.3,10.8,36.9,-47.0,-42.0,-4.7,7.5,6.7,80.8,-1.2,14.0,-7.2,-13.1,13.1,-13.4,23.8,19.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,CZ,,,,,,,,,,20.0,0.5,15.5,-6.5,6.5,28.7,-5.6,-2.7,-39.2,25.9,-17.3,16.9,-21.8,-8.9,29.8,20.9,-4.2,14.4,-11.5,-9.6,24.5,1.7,2.6,0.1,-20.1
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,DE,,,,-1.5,-3.3,-4.4,4.0,0.6,-12.6,-0.8,-15.8,-9.2,-7.2,-2.2,13.1,8.9,14.3,-17.3,-2.6,8.0,-1.9,-4.2,-7.2,1.4,12.8,0.1,5.7,0.2,1.0,1.0,-3.5,-16.8,-5.0,-4.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,DK,,,,,,,,-0.1,8.9,-0.2,-9.4,-3.1,2.0,10.3,19.9,-14.6,-6.9,-35.7,-1.3,-2.1,-3.0,1.0,2.2,0.1,8.1,-7.4,12.1,-2.2,9.3,12.4,-14.6,-5.0,-9.6,-5.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EA19,,,,,,,,,,,,,,1.5,12.7,9.0,-7.2,-19.3,-10.5,1.6,-7.2,-6.2,-10.7,2.9,8.4,9.2,3.2,2.2,-11.6,11.4,-1.2,-4.9,,
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EA20,,,,,,,,,,,,,,1.6,12.6,8.9,-7.3,-19.2,-10.4,1.0,-6.9,-6.5,-10.5,2.4,8.5,9.3,3.3,2.4,-11.1,10.6,-1.1,-3.5,3.4,-3.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EA21,,,,,,,,,,,,,,1.9,12.8,9.5,-7.5,-19.8,-10.6,1.2,-7.1,-6.3,-10.4,2.9,8.6,9.3,3.5,1.6,-11.3,11.0,-1.2,-3.0,2.7,-3.0
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EE,,,,,,,,-22.6,26.7,19.1,64.0,-16.6,44.4,13.7,21.0,11.7,-1.8,-37.3,-29.0,22.9,37.8,-16.3,7.2,40.4,-5.9,18.4,-23.4,-11.3,40.0,-6.4,-22.3,4.8,6.8,-3.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EL,,,,,,,,,,,12.0,11.0,-14.7,7.8,-1.1,12.3,-9.4,-35.3,-18.8,-47.5,-26.8,-23.4,-13.1,21.7,-33.4,43.0,27.9,4.2,-5.4,45.6,-8.6,8.9,3.3,-0.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,ES,,,,,-10.3,34.5,29.6,11.2,49.4,8.2,-8.5,1.9,8.3,4.5,31.8,-0.5,-29.8,-27.2,-36.8,-14.0,-9.9,1.9,-23.7,2.5,10.0,62.3,-25.2,-5.3,-45.9,118.8,40.4,23.6,31.8,13.7
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,EU27_2020,,,,,,,,,,,,,,3.2,12.6,8.7,-6.0,-20.8,-9.2,1.7,-6.9,-5.2,-8.4,4.1,11.0,6.6,4.2,-1.5,-10.2,13.6,-0.9,-4.4,-0.3,-2.1
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,FI,,,,,16.8,18.9,9.4,2.9,0.7,-1.9,-1.5,-3.8,0.4,6.3,11.8,12.0,-14.5,-16.1,-3.6,1.9,-6.2,-0.3,-14.4,4.8,7.6,-0.9,5.7,7.5,-10.7,8.1,-19.7,-2.5,-7.4,7.3
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,FR,,,,0.2,-5.2,3.8,19.4,21.7,11.1,-0.5,-13.0,-1.3,-3.5,12.0,7.9,2.1,-0.8,-7.7,-3.0,5.1,-2.9,-6.5,-12.4,-4.3,7.3,7.7,-2.8,7.7,-17.8,9.1,4.9,-5.7,1.1,-0.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,HR,,,,,,,,,,47.0,15.8,37.0,7.4,9.3,2.8,26.6,-16.4,-18.4,-3.8,-33.9,-9.9,-22.9,39.6,66.0,-10.9,-5.0,-19.1,5.6,-6.5,23.2,24.3,8.8,2.3,-30.5
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,HU,,,,,,,,-14.7,2.0,8.8,-3.1,16.4,-15.4,14.2,1.4,-17.0,41.3,-25.9,-10.5,-23.9,15.9,0.9,-9.1,30.9,37.6,4.2,3.6,-15.9,1.8,18.3,2.6,-9.0,-35.0,-0.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,IE,,,,,,,,,,13.7,-0.5,-1.6,8.1,16.5,25.6,49.6,-44.6,-40.6,-50.2,-12.6,-7.4,5.8,-18.3,70.9,13.1,-11.7,27.5,10.5,-1.3,8.6,-24.5,13.6,-7.9,-15.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,IT,,,,,,,,,,8.0,34.2,-22.7,0.6,-16.2,-3.4,2.4,-7.4,-22.6,-13.1,-16.0,-21.7,-22.8,-20.7,18.9,6.4,23.5,24.6,-1.5,-28.1,13.4,5.4,0.1,2.9,-1.7
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,LT,,,,,,,,,34.9,-4.5,53.9,1.2,43.8,35.5,-12.5,49.0,-11.4,-12.3,-22.9,-25.0,25.9,26.4,-11.6,14.8,-10.8,8.3,10.6,-21.6,8.7,0.9,-7.0,13.3,41.3,-33.4
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,LU,,,,,,,,,,6.0,-9.0,12.5,-13.8,-46.9,75.6,-15.5,44.6,-13.8,-8.2,27.7,-14.7,22.2,8.4,9.6,-25.6,39.6,-25.9,9.3,-20.5,-7.4,-17.8,-8.4,-23.8,43.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,LV,,,,,,,,,,118.3,0.1,-18.7,29.5,21.1,36.6,28.4,-22.5,-46.8,35.8,26.7,-29.5,37.4,-31.9,-34.9,-11.0,-21.4,51.3,57.1,-27.9,34.8,-28.7,12.2,14.1,23.5
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,ME,,,,,,,,,,-21.1,18.2,-16.0,51.5,-36.6,20.6,46.2,41.9,53.9,-40.2,-53.1,195.8,-31.2,63.4,18.4,23.1,3.9,-36.5,-79.9,155.3,-45.1,50.6,51.7,-62.5,220.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,MK,,,,,,,,,,,,,,,,,,-27.2,12.6,15.6,21.5,-15.7,9.9,7.4,23.9,-17.2,-45.1,71.3,-20.5,22.5,4.2,2.9,-22.5,36.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,MT,,,,,,,,,,-16.3,30.5,12.1,8.2,33.9,13.3,-15.3,-33.0,-40.2,53.6,-24.3,43.5,-30.7,20.3,1.9,68.2,-17.2,102.0,-18.6,-14.7,8.7,23.9,-13.2,-14.0,53.9
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,NL,,,,,,,,,,-5.2,-33.5,-0.6,7.5,2.2,19.5,27.2,-10.9,-34.6,-23.0,11.5,-20.2,-18.2,-7.0,9.0,23.8,16.6,7.3,-17.7,6.9,10.0,-12.5,-7.1,7.1,-28.8
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,NO,,,,,7.7,3.0,-5.8,-12.5,-1.2,-0.5,-5.9,2.5,8.9,8.6,6.2,23.2,4.1,-19.4,15.1,-3.7,-0.8,-4.1,1.1,-4.8,12.6,-2.6,-0.6,0.2,-4.2,2.4,9.9,-23.8,-10.2,4.4
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,PL,,,,,,,,,,100.2,-50.3,-4.1,39.4,3.8,2.2,9.8,2.9,-16.9,-3.9,7.3,-8.2,4.0,-5.0,16.8,20.4,-6.2,6.4,-18.7,-10.1,27.9,-0.2,-14.7,-2.9,3.0
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,PT,,,,,,,,,,2.3,2.0,-19.5,-1.2,-11.8,13.4,12.0,0.4,-23.2,-11.3,-9.6,-18.1,-7.7,-10.8,-0.3,29.2,5.1,17.2,-12.4,-1.9,11.4,-2.1,-1.2,44.6,-22.4
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,RO,,,,,,,,,,-31.9,-2.6,23.6,11.2,23.7,36.6,37.9,-8.7,-31.5,-21.0,23.9,-20.4,-6.5,20.9,-30.6,-7.8,27.4,12.4,2.2,-13.7,5.3,16.2,6.5,-12.8,11.5
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,RS,,,,,,,,,,17.8,20.9,37.5,-5.3,0.6,18.3,2.9,-4.8,-23.5,-24.8,23.6,9.9,-3.1,-20.8,102.4,21.6,47.4,8.1,0.8,3.4,-1.0,-4.1,4.6,7.0,-21.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,SE,,,,,,,,,,-25.4,-6.6,-11.9,-9.4,16.1,9.5,23.0,-2.3,-30.8,17.1,19.9,-12.0,-1.9,10.2,-7.1,23.4,9.8,-2.1,12.2,-4.8,35.5,1.6,-7.0,-18.7,12.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,SI,,,,,,,,,,-8.4,17.2,-1.5,6.3,2.3,60.7,-16.4,-24.2,-14.8,-3.2,-3.3,-33.9,5.5,-32.4,41.4,62.6,9.8,-7.1,-12.5,-8.0,24.7,9.5,-14.8,16.7,-13.6
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,SK,,,,,,,,,,,,,116.9,-28.6,24.2,29.4,-8.0,-47.3,-25.2,16.5,-11.4,-5.1,8.2,-34.1,126.3,-34.7,-8.7,25.8,-12.9,7.9,-6.5,38.2,8.4,-27.5
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,TR,,7.8,-7.6,10.1,17.7,9.8,-0.5,-24.1,-5.2,9.2,-28.6,19.8,40.2,30.1,19.2,19.0,-20.1,-21.0,100.5,-20.0,35.7,11.8,22.7,-6.0,-7.0,16.7,-16.0,-45.5,28.0,35.0,6.6,5.7,-6.7,-4.0
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,-28.5,64.5,-59.3,12.8,54.0,-6.2
A,BPRM_SQM,CPA_F41002,NSA,PCH_SM,UK,,,,,,,,-3.7,-2.7,0.7,-2.9,1.3,5.5,-5.5,0.1,7.2,-6.4,-8.2,-6.5,-1.3,4.6,-21.5,2.0,-1.0,-1.7,-3.3,-7.6,-15.0,,,,,,
A,BPRM_SQM,CPA_F410023,NSA,I15,AT,,,,,,,,,,,,,,76.8,141.8,121.4,134.3,94.4,91.7,95.8,67.1,76.1,111.8,100.0,88.4,81.5,90.9,93.6,83.0,65.4,58.7,,,
A,BPRM_SQM,CPA_F410023,NSA,I15,BA,,,,,,,,,,,,,,,,,,,,,,94.8,86.0,100.0,160.6,138.5,188.0,175.6,143.2,178.9,111.2,147.6,,
A,BPRM_SQM,CPA_F410023,NSA,I15,BE,,,,,290.2,274.9,362.7,419.4,455.1,556.7,380.6,301.6,331.2,381.4,209.2,221.5,251.8,179.4,230.3,230.9,235.9,205.9,145.2,100.0,127.6,86.7,238.5,212.9,189.7,190.4,190.6,,,
